"ligand","receptor","LR pair"
"PNP","GRIN1","PNP - GRIN1"
"PNP","GRIN2B","PNP - GRIN2B"
"PNP","GRIN3A","PNP - GRIN3A"
"PNP","GRM1","PNP - GRM1"
"PNP","GRM6","PNP - GRM6"
"PNP","GRM7","PNP - GRM7"
"PNP","GRP","PNP - GRP"
"PNP","HFE2","PNP - HFE2"
"PNP","HSP90B1","PNP - HSP90B1"
"PNP","HTR1A","PNP - HTR1A"
"PNP","HTR2C","PNP - HTR2C"
"PNP","ICAM5","PNP - ICAM5"
"PNP","IFNG","PNP - IFNG"
"PNP","IGFBP2","PNP - IGFBP2"
"PNP","IGFBP6","PNP - IGFBP6"
"PNP","IHH","PNP - IHH"
"PNP","IL12RB2","PNP - IL12RB2"
"PNP","INSL6","PNP - INSL6"
"PNP","ITGA8","PNP - ITGA8"
"PNP","ITGAE","PNP - ITGAE"
"PNP","ITIH5","PNP - ITIH5"
"PNP","KCNH8","PNP - KCNH8"
"PNP","KDR","PNP - KDR"
"PNP","KLRD1","PNP - KLRD1"
"PNP","VN1R4","PNP - VN1R4"
"PNP","WNT16","PNP - WNT16"
"PNP","LAMA2","PNP - LAMA2"
"PNP","LAMB2","PNP - LAMB2"
"PNP","LEP","PNP - LEP"
"PNP","LGI1","PNP - LGI1"
"PNP","LTK","PNP - LTK"
"PNP","LYPD6","PNP - LYPD6"
"PNP","MATN4","PNP - MATN4"
"PNP","MDK","PNP - MDK"
"PNP","MFAP2","PNP - MFAP2"
"PNP","MMP17","PNP - MMP17"
"PNP","MMP2","PNP - MMP2"
"PNP","MMP9","PNP - MMP9"
"PNP","MYOC","PNP - MYOC"
"PNP","NAMPT","PNP - NAMPT"
"PNP","NDNF","PNP - NDNF"
"PNP","NELL1","PNP - NELL1"
"PNP","NETO1","PNP - NETO1"
"PNP","NID2","PNP - NID2"
"PNP","NLGN4Y","PNP - NLGN4Y"
"PNP","NME1","PNP - NME1"
"PNP","NME2","PNP - NME2"
"PNP","NME3","PNP - NME3"
"PNP","NMU","PNP - NMU"
"PNP","NPBWR1","PNP - NPBWR1"
"PNP","NPFFR2","PNP - NPFFR2"
"PNP","NPPC","PNP - NPPC"
"PNP","NPR3","PNP - NPR3"
"PNP","NPTX2","PNP - NPTX2"
"PNP","NPY","PNP - NPY"
"PNP","NR0B1","PNP - NR0B1"
"PNP","NR2E1","PNP - NR2E1"
"PNP","NR4A3","PNP - NR4A3"
"PNP","NR5A2","PNP - NR5A2"
"PNP","NRN1","PNP - NRN1"
"PNP","NRP1","PNP - NRP1"
"PNP","NRXN2","PNP - NRXN2"
"PNP","NTRK3","PNP - NTRK3"
"PNP","NXPH1","PNP - NXPH1"
"PNP","OPCML","PNP - OPCML"
"PNP","OR11L1","PNP - OR11L1"
"PNP","OR1L3","PNP - OR1L3"
"PNP","OR2A14","PNP - OR2A14"
"PNP","OR4K1","PNP - OR4K1"
"PNP","OR51D1","PNP - OR51D1"
"PNP","OR52M1","PNP - OR52M1"
"PNP","OR5P2","PNP - OR5P2"
"PNP","OR8S1","PNP - OR8S1"
"PNP","OR9A2","PNP - OR9A2"
"PNP","OXTR","PNP - OXTR"
"PNP","P2RY1","PNP - P2RY1"
"PNP","PAPPA","PNP - PAPPA"
"PNP","PAQR8","PNP - PAQR8"
"PNP","PCSK1","PNP - PCSK1"
"PNP","PCSK2","PNP - PCSK2"
"PNP","PDGFB","PNP - PDGFB"
"PNP","PDGFC","PNP - PDGFC"
"PNP","PDGFD","PNP - PDGFD"
"PNP","PDGFRA","PNP - PDGFRA"
"PNP","PENK","PNP - PENK"
"PNP","PF4V1","PNP - PF4V1"
"PNP","PGR","PNP - PGR"
"PNP","PLXNC1","PNP - PLXNC1"
"PNP","PNOC","PNP - PNOC"
"PNP","PON3","PNP - PON3"
"PNP","PRLHR","PNP - PRLHR"
"PNP","PRLR","PNP - PRLR"
"PNP","PROKR2","PNP - PROKR2"
"PNP","PRSS21","PNP - PRSS21"
"PNP","PSAP","PNP - PSAP"
"PNP","PTCH1","PNP - PTCH1"
"PNP","PTHLH","PNP - PTHLH"
"PNP","PTPRJ","PNP - PTPRJ"
"PNP","PTPRZ1","PNP - PTPRZ1"
"PNP","RAET1E","PNP - RAET1E"
"PNP","RARA","PNP - RARA"
"PNP","RELN","PNP - RELN"
"PNP","RNASE7","PNP - RNASE7"
"PNP","RSPO2","PNP - RSPO2"
"PNP","RUNX1","PNP - RUNX1"
"PNP","RXFP3","PNP - RXFP3"
"PNP","S100P","PNP - S100P"
"PNP","SELPLG","PNP - SELPLG"
"PNP","SEMA4C","PNP - SEMA4C"
"PNP","SEMA4D","PNP - SEMA4D"
"PNP","SEMA5A","PNP - SEMA5A"
"PNP","SEMA6A","PNP - SEMA6A"
"PNP","SEMA6C","PNP - SEMA6C"
"PNP","SEMA6D","PNP - SEMA6D"
"PNP","SERPINE1","PNP - SERPINE1"
"PNP","SFRP2","PNP - SFRP2"
"PNP","SLC2A2","PNP - SLC2A2"
"PNP","SLIT3","PNP - SLIT3"
"PNP","SLITRK5","PNP - SLITRK5"
"PNP","SMOC1","PNP - SMOC1"
"PNP","SNCA","PNP - SNCA"
"PNP","SOD3","PNP - SOD3"
"PNP","SORCS3","PNP - SORCS3"
"PNP","SPARC","PNP - SPARC"
"PNP","SSTR1","PNP - SSTR1"
"PNP","SST","PNP - SST"
"PNP","STRA6","PNP - STRA6"
"PNP","SYNDIG1","PNP - SYNDIG1"
"PNP","TAC1","PNP - TAC1"
"PNP","TACR3","PNP - TACR3"
"PNP","TAS2R40","PNP - TAS2R40"
"PNP","TGFA","PNP - TGFA"
"PNP","TGFBI","PNP - TGFBI"
"PNP","THBD","PNP - THBD"
"PNP","THBS2","PNP - THBS2"
"PNP","THY1","PNP - THY1"
"PNP","TNFRSF10C","PNP - TNFRSF10C"
"PNP","TNFRSF8","PNP - TNFRSF8"
"PNP","TNFSF11","PNP - TNFSF11"
"PNP","TSLP","PNP - TSLP"
"PNP","UCN3","PNP - UCN3"
"PNP","ULBP1","PNP - ULBP1"
"PNP","VIPR1","PNP - VIPR1"
"PNP","ZPBP","PNP - ZPBP"
"PNP","WNT1","PNP - WNT1"
"PNP","WNT2","PNP - WNT2"
"PNPLA4","RDH8","PNPLA4 - RDH8"
"PNPLA4","DHRS4L2","PNPLA4 - DHRS4L2"
"POMC","CGA","POMC - CGA"
"POMC","HSD17B12","POMC - HSD17B12"
"POMC","LHB","POMC - LHB"
"POMC","SMO","POMC - SMO"
"POMC","VTN","POMC - VTN"
"PON1","LCAT","PON1 - LCAT"
"PON1","LDLR","PON1 - LDLR"
"PON1","NR1H2","PON1 - NR1H2"
"PPARA","ABCA1","PPARA - ABCA1"
"PPARA","ABHD15","PPARA - ABHD15"
"PPARA","ACE2","PPARA - ACE2"
"PPARA","ACHE","PPARA - ACHE"
"PPARA","ADAM15","PPARA - ADAM15"
"PPARA","ADAMTS19","PPARA - ADAMTS19"
"PPARA","AFM","PPARA - AFM"
"PPARA","AFP","PPARA - AFP"
"PPARA","AGT","PPARA - AGT"
"PPARA","ALPI","PPARA - ALPI"
"PPARA","ANGPTL1","PPARA - ANGPTL1"
"PPARA","ANGPTL4","PPARA - ANGPTL4"
"PPARA","ANXA9","PPARA - ANXA9"
"PPARA","AOC2","PPARA - AOC2"
"PPARA","APOA1","PPARA - APOA1"
"PPARA","APOA2","PPARA - APOA2"
"PPARA","APOA5","PPARA - APOA5"
"PPARA","ASGR1","PPARA - ASGR1"
"PPARA","BCHE","PPARA - BCHE"
"PPARA","BMP15","PPARA - BMP15"
"PPARA","BMP2","PPARA - BMP2"
"PPARA","BRINP3","PPARA - BRINP3"
"PPARA","C1QA","PPARA - C1QA"
"PPARA","C2CD2","PPARA - C2CD2"
"PPARA","C8G","PPARA - C8G"
"PPARA","CA11","PPARA - CA11"
"PPARA","CACNB1","PPARA - CACNB1"
"PPARA","CACNG7","PPARA - CACNG7"
"PPARA","CCL20","PPARA - CCL20"
"PPARA","CD163","PPARA - CD163"
"PPARA","CD36","PPARA - CD36"
"PPARA","CD70","PPARA - CD70"
"PPARA","CD74","PPARA - CD74"
"PPARA","CD79B","PPARA - CD79B"
"PPARA","CDSN","PPARA - CDSN"
"PPARA","CHIT1","PPARA - CHIT1"
"PPARA","CHL1","PPARA - CHL1"
"PPARA","CHSY1","PPARA - CHSY1"
"PPARA","CILP","PPARA - CILP"
"PPARA","CLDN3","PPARA - CLDN3"
"PPARA","CMTM3","PPARA - CMTM3"
"PPARA","CMTM5","PPARA - CMTM5"
"PPARA","CMTM7","PPARA - CMTM7"
"PPARA","CMTM8","PPARA - CMTM8"
"PPARA","COL15A1","PPARA - COL15A1"
"PPARA","COL16A1","PPARA - COL16A1"
"PPARA","COL4A5","PPARA - COL4A5"
"PPARA","COL5A2","PPARA - COL5A2"
"PPARA","CPA1","PPARA - CPA1"
"PPARA","CPB2","PPARA - CPB2"
"PPARA","CPN1","PPARA - CPN1"
"PPARA","CSF2","PPARA - CSF2"
"PPARA","CSN3","PPARA - CSN3"
"PPARA","CTGF","PPARA - CTGF"
"PPARA","CTHRC1","PPARA - CTHRC1"
"PPARA","CTRB2","PPARA - CTRB2"
"PPARA","CTSB","PPARA - CTSB"
"PPARA","CUBN","PPARA - CUBN"
"PPARA","CUTA","PPARA - CUTA"
"PPARA","CXCL14","PPARA - CXCL14"
"PPARA","CYP2J2","PPARA - CYP2J2"
"PPARA","CYP2W1","PPARA - CYP2W1"
"PPARA","CYR61","PPARA - CYR61"
"PPARA","DHH","PPARA - DHH"
"PPARA","DKK2","PPARA - DKK2"
"PPARA","DKK3","PPARA - DKK3"
"PPARA","DMKN","PPARA - DMKN"
"PPARA","ECM1","PPARA - ECM1"
"PPARA","EFEMP1","PPARA - EFEMP1"
"PPARA","EFNA1","PPARA - EFNA1"
"PPARA","EFNB3","PPARA - EFNB3"
"PPARA","ENPP6","PPARA - ENPP6"
"PPARA","EPHB1","PPARA - EPHB1"
"PPARA","EPHB4","PPARA - EPHB4"
"PPARA","ERBB2","PPARA - ERBB2"
"PPARA","ESRRA","PPARA - ESRRA"
"PPARA","ESRRG","PPARA - ESRRG"
"PPARA","F10","PPARA - F10"
"PPARA","F12","PPARA - F12"
"PPARA","F2RL1","PPARA - F2RL1"
"PPARA","FER","PPARA - FER"
"PPARA","FGF13","PPARA - FGF13"
"PPARA","FGF6","PPARA - FGF6"
"PPARA","FGF9","PPARA - FGF9"
"PPARA","FGFR2","PPARA - FGFR2"
"PPARA","FGFR3","PPARA - FGFR3"
"PPARA","FGFR4","PPARA - FGFR4"
"PPARA","FLRT3","PPARA - FLRT3"
"PPARA","FSTL1","PPARA - FSTL1"
"PPARA","FST","PPARA - FST"
"PPARA","FZD7","PPARA - FZD7"
"PPARA","GABRE","PPARA - GABRE"
"PPARA","GAL","PPARA - GAL"
"PPARA","GFRA1","PPARA - GFRA1"
"PPARA","GGT5","PPARA - GGT5"
"PPARA","GHR","PPARA - GHR"
"PPARA","GPR18","PPARA - GPR18"
"PPARA","GPR52","PPARA - GPR52"
"PPARA","GPR63","PPARA - GPR63"
"PPARA","GPRC5A","PPARA - GPRC5A"
"PPARA","GPRC5C","PPARA - GPRC5C"
"PPARA","GPX7","PPARA - GPX7"
"PPARA","GRIA3","PPARA - GRIA3"
"PPARA","GRIP1","PPARA - GRIP1"
"PPARA","GRPR","PPARA - GRPR"
"PPARA","GUCY1A3","PPARA - GUCY1A3"
"PPARA","GUCY2D","PPARA - GUCY2D"
"PPARA","HABP2","PPARA - HABP2"
"PPARA","HAPLN3","PPARA - HAPLN3"
"PPARA","HCRTR1","PPARA - HCRTR1"
"PPARA","HLA-DRA","PPARA - HLA-DRA"
"PPARA","HPR","PPARA - HPR"
"PPARA","HRG","PPARA - HRG"
"PPARA","HRH3","PPARA - HRH3"
"PPARA","HTN1","PPARA - HTN1"
"PPARA","HYAL3","PPARA - HYAL3"
"PPARA","IL10","PPARA - IL10"
"PPARA","IL18R1","PPARA - IL18R1"
"PPARA","IL1R2","PPARA - IL1R2"
"PPARA","IL1RL1","PPARA - IL1RL1"
"PPARA","IL1RN","PPARA - IL1RN"
"PPARA","IL21","PPARA - IL21"
"PPARA","IL22RA2","PPARA - IL22RA2"
"PPARA","IL36A","PPARA - IL36A"
"PPARA","IL4","PPARA - IL4"
"PPARA","IL7","PPARA - IL7"
"PPARA","INHBB","PPARA - INHBB"
"PPARA","INHBC","PPARA - INHBC"
"PPARA","INS","PPARA - INS"
"PPARA","ITGA6","PPARA - ITGA6"
"PPARA","ITGB2","PPARA - ITGB2"
"PPARA","ITGB6","PPARA - ITGB6"
"PPARA","ITIH4","PPARA - ITIH4"
"PPARA","KCNJ8","PPARA - KCNJ8"
"PPARA","KLK6","PPARA - KLK6"
"PPARA","KLRK1","PPARA - KLRK1"
"PPARA","LAG3","PPARA - LAG3"
"PPARA","LAMA4","PPARA - LAMA4"
"PPARA","LAMA5","PPARA - LAMA5"
"PPARA","LAT2","PPARA - LAT2"
"PPARA","LCN12","PPARA - LCN12"
"PPARA","LECT2","PPARA - LECT2"
"PPARA","LEFTY2","PPARA - LEFTY2"
"PPARA","LEPR","PPARA - LEPR"
"PPARA","LGALS3","PPARA - LGALS3"
"PPARA","LGI1","PPARA - LGI1"
"PPARA","LGR6","PPARA - LGR6"
"PPARA","LIME1","PPARA - LIME1"
"PPARA","LIPC","PPARA - LIPC"
"PPARA","LMBR1L","PPARA - LMBR1L"
"PPARA","LOXL4","PPARA - LOXL4"
"PPARA","LPAR4","PPARA - LPAR4"
"PPARA","LPL","PPARA - LPL"
"PPARA","LRP1","PPARA - LRP1"
"PPARA","LRP5","PPARA - LRP5"
"PPARA","LRP6","PPARA - LRP6"
"PPARA","LRRN2","PPARA - LRRN2"
"PPARA","LTBP1","PPARA - LTBP1"
"PPARA","LY75","PPARA - LY75"
"PPARA","LY86","PPARA - LY86"
"PPARA","MAN2B2","PPARA - MAN2B2"
"PPARA","MASP2","PPARA - MASP2"
"PPARA","MBL2","PPARA - MBL2"
"PPARA","MCHR1","PPARA - MCHR1"
"PPARA","MEGF6","PPARA - MEGF6"
"PPARA","MEGF8","PPARA - MEGF8"
"PPARA","MEPE","PPARA - MEPE"
"PPARA","MERTK","PPARA - MERTK"
"PPARA","METTL7B","PPARA - METTL7B"
"PPARA","MFNG","PPARA - MFNG"
"PPARA","MMD","PPARA - MMD"
"PPARA","MMP3","PPARA - MMP3"
"PPARA","MPPED1","PPARA - MPPED1"
"PPARA","MRGPRF","PPARA - MRGPRF"
"PPARA","MST1R","PPARA - MST1R"
"PPARA","NAPSA","PPARA - NAPSA"
"PPARA","NDP","PPARA - NDP"
"PPARA","NID2","PPARA - NID2"
"PPARA","NISCH","PPARA - NISCH"
"PPARA","NLGN1","PPARA - NLGN1"
"PPARA","NLGN3","PPARA - NLGN3"
"PPARA","NME3","PPARA - NME3"
"PPARA","NMUR2","PPARA - NMUR2"
"PPARA","NPR1","PPARA - NPR1"
"PPARA","NPR2","PPARA - NPR2"
"PPARA","NR0B2","PPARA - NR0B2"
"PPARA","NR1D1","PPARA - NR1D1"
"PPARA","NR2C1","PPARA - NR2C1"
"PPARA","NR2F1","PPARA - NR2F1"
"PPARA","NR2F2","PPARA - NR2F2"
"PPARA","NR2F6","PPARA - NR2F6"
"PPARA","NR4A2","PPARA - NR4A2"
"PPARA","NRG2","PPARA - NRG2"
"PPARA","NTS","PPARA - NTS"
"PPARA","NXPE4","PPARA - NXPE4"
"PPARA","NXPH3","PPARA - NXPH3"
"PPARA","OSCAR","PPARA - OSCAR"
"PPARA","OSM","PPARA - OSM"
"PPARA","OVGP1","PPARA - OVGP1"
"PPARA","OXTR","PPARA - OXTR"
"PPARA","PAPLN","PPARA - PAPLN"
"PPARA","PAQR4","PPARA - PAQR4"
"PPARA","PAQR6","PPARA - PAQR6"
"PPARA","PDGFB","PPARA - PDGFB"
"PPARA","PDGFRA","PPARA - PDGFRA"
"PPARA","PGF","PPARA - PGF"
"PPARA","PKHD1","PPARA - PKHD1"
"PPARA","PON1","PPARA - PON1"
"PPARA","PON3","PPARA - PON3"
"PPARA","PPARD","PPARA - PPARD"
"PPARA","PROCR","PPARA - PROCR"
"PPARA","PRSS23","PPARA - PRSS23"
"PPARA","PRSS35","PPARA - PRSS35"
"PPARA","PRSS3","PPARA - PRSS3"
"PPARA","PRTN3","PPARA - PRTN3"
"PPARA","PTCHD1","PPARA - PTCHD1"
"PPARA","PTH1R","PPARA - PTH1R"
"PPARA","PTPRG","PPARA - PTPRG"
"PPARA","PTPRZ1","PPARA - PTPRZ1"
"PPARA","RAMP1","PPARA - RAMP1"
"PPARA","RARRES1","PPARA - RARRES1"
"PPARA","REEP2","PPARA - REEP2"
"PPARA","RNASE1","PPARA - RNASE1"
"PPARA","RNASE6","PPARA - RNASE6"
"PPARA","ROR1","PPARA - ROR1"
"PPARA","RORA","PPARA - RORA"
"PPARA","RTP3","PPARA - RTP3"
"PPARA","S100A4","PPARA - S100A4"
"PPARA","SCG5","PPARA - SCG5"
"PPARA","SCT","PPARA - SCT"
"PPARA","SEMA3A","PPARA - SEMA3A"
"PPARA","SEMA3E","PPARA - SEMA3E"
"PPARA","SEMA5A","PPARA - SEMA5A"
"PPARA","SERPINB2","PPARA - SERPINB2"
"PPARA","SERPINE1","PPARA - SERPINE1"
"PPARA","SERPINF2","PPARA - SERPINF2"
"PPARA","SERPINI1","PPARA - SERPINI1"
"PPARA","SLC20A1","PPARA - SLC20A1"
"PPARA","SLITRK5","PPARA - SLITRK5"
"PPARA","SMOC1","PPARA - SMOC1"
"PPARA","SOSTDC1","PPARA - SOSTDC1"
"PPARA","SPARCL1","PPARA - SPARCL1"
"PPARA","SPON2","PPARA - SPON2"
"PPARA","SPP2","PPARA - SPP2"
"PPARA","SRPX","PPARA - SRPX"
"PPARA","STOML2","PPARA - STOML2"
"PPARA","SUCNR1","PPARA - SUCNR1"
"PPARA","TAOK2","PPARA - TAOK2"
"PPARA","TECTA","PPARA - TECTA"
"PPARA","TFRC","PPARA - TFRC"
"PPARA","TGFA","PPARA - TGFA"
"PPARA","TGFB2","PPARA - TGFB2"
"PPARA","THBS1","PPARA - THBS1"
"PPARA","THBS2","PPARA - THBS2"
"PPARA","THPO","PPARA - THPO"
"PPARA","THRB","PPARA - THRB"
"PPARA","TNFRSF14","PPARA - TNFRSF14"
"PPARA","TNFRSF1B","PPARA - TNFRSF1B"
"PPARA","TNFRSF21","PPARA - TNFRSF21"
"PPARA","TNFSF11","PPARA - TNFSF11"
"PPARA","TNFSF13B","PPARA - TNFSF13B"
"PPARA","TNXB","PPARA - TNXB"
"PPARA","TRPM8","PPARA - TRPM8"
"PPARA","TSHB","PPARA - TSHB"
"PPARA","TSKU","PPARA - TSKU"
"PPARA","TSPAN4","PPARA - TSPAN4"
"PPARA","UCN2","PPARA - UCN2"
"PPARA","UCN3","PPARA - UCN3"
"PPARA","VCAN","PPARA - VCAN"
"PPARA","VEGFA","PPARA - VEGFA"
"PPARA","VEGFB","PPARA - VEGFB"
"PPARA","VIPR1","PPARA - VIPR1"
"PPARA","VLDLR","PPARA - VLDLR"
"PPARA","VNN1","PPARA - VNN1"
"PPARA","VWA7","PPARA - VWA7"
"PPARA","WNT4","PPARA - WNT4"
"PPARA","WNT5A","PPARA - WNT5A"
"PPARA","WNT7A","PPARA - WNT7A"
"PPARA","YARS","PPARA - YARS"
"PPARA","ZP2","PPARA - ZP2"
"PPARD","ANGPTL4","PPARD - ANGPTL4"
"PPARD","LIPC","PPARD - LIPC"
"PPARD","PLTP","PPARD - PLTP"
"PPARD","SERPINE1","PPARD - SERPINE1"
"PPARG","ABCA1","PPARG - ABCA1"
"PPARG","ADGRA2","PPARG - ADGRA2"
"PPARG","ADIPOQ","PPARG - ADIPOQ"
"PPARG","ANGPTL4","PPARG - ANGPTL4"
"PPARG","ANG","PPARG - ANG"
"PPARG","APOM","PPARG - APOM"
"PPARG","CCL14","PPARG - CCL14"
"PPARG","CCL15","PPARG - CCL15"
"PPARG","CCL20","PPARG - CCL20"
"PPARG","CD36","PPARG - CD36"
"PPARG","CDH1","PPARG - CDH1"
"PPARG","CNTFR","PPARG - CNTFR"
"PPARG","CUTA","PPARG - CUTA"
"PPARG","DKK1","PPARG - DKK1"
"PPARG","EFNA1","PPARG - EFNA1"
"PPARG","ESRRA","PPARG - ESRRA"
"PPARG","GALNT2","PPARG - GALNT2"
"PPARG","GPX3","PPARG - GPX3"
"PPARG","HAMP","PPARG - HAMP"
"PPARG","HCAR3","PPARG - HCAR3"
"PPARG","IL1R1","PPARG - IL1R1"
"PPARG","IL2","PPARG - IL2"
"PPARG","IL4","PPARG - IL4"
"PPARG","IL6ST","PPARG - IL6ST"
"PPARG","ITGB5","PPARG - ITGB5"
"PPARG","ITIH3","PPARG - ITIH3"
"PPARG","JAG1","PPARG - JAG1"
"PPARG","LEP","PPARG - LEP"
"PPARG","LGALS3","PPARG - LGALS3"
"PPARG","LIPC","PPARG - LIPC"
"PPARG","LMCD1","PPARG - LMCD1"
"PPARG","LOX","PPARG - LOX"
"PPARG","LPL","PPARG - LPL"
"PPARG","NR1H3","PPARG - NR1H3"
"PPARG","NR2C1","PPARG - NR2C1"
"PPARG","NR2F6","PPARG - NR2F6"
"PPARG","OSMR","PPARG - OSMR"
"PPARG","PCSK9","PPARG - PCSK9"
"PPARG","PLA2G2A","PPARG - PLA2G2A"
"PPARG","PLSCR4","PPARG - PLSCR4"
"PPARG","PTAFR","PPARG - PTAFR"
"PPARG","RNASE4","PPARG - RNASE4"
"PPARG","ROBO4","PPARG - ROBO4"
"PPARG","RTP3","PPARG - RTP3"
"PPARG","S100P","PPARG - S100P"
"PPARG","SEMA3G","PPARG - SEMA3G"
"PPARG","SERPINE1","PPARG - SERPINE1"
"PPARG","SORL1","PPARG - SORL1"
"PPARG","TIMP3","PPARG - TIMP3"
"PPARG","VEGFA","PPARG - VEGFA"
"PPARG","VNN1","PPARG - VNN1"
"PPT1","CES5A","PPT1 - CES5A"
"PPT1","PLA2G10","PPT1 - PLA2G10"
"PPT1","PLA2G12A","PPT1 - PLA2G12A"
"PPT1","PLA2G12B","PPT1 - PLA2G12B"
"PPT1","PLA2G1B","PPT1 - PLA2G1B"
"PPT1","PLA2G2A","PPT1 - PLA2G2A"
"PPT1","PLA2G2C","PPT1 - PLA2G2C"
"PPT1","PLA2G2D","PPT1 - PLA2G2D"
"PPT1","PLA2G2E","PPT1 - PLA2G2E"
"PPT1","PLA2G3","PPT1 - PLA2G3"
"PPT1","PLA2G5","PPT1 - PLA2G5"
"PPY","SMO","PPY - SMO"
"PRADC1","VAC14","PRADC1 - VAC14"
"PRDX4","CES1","PRDX4 - CES1"
"PRDX4","CES3","PRDX4 - CES3"
"PRDX4","CES4A","PRDX4 - CES4A"
"PRDX4","CES5A","PRDX4 - CES5A"
"PRDX4","TCTN1","PRDX4 - TCTN1"
"PRDX5","CES1","PRDX5 - CES1"
"PRDX5","CES3","PRDX5 - CES3"
"PRDX5","CES4A","PRDX5 - CES4A"
"PRDX5","CES5A","PRDX5 - CES5A"
"PRL","CSN2","PRL - CSN2"
"PRL","SMO","PRL - SMO"
"PRLH","SMO","PRLH - SMO"
"PRLR","CSN2","PRLR - CSN2"
"PRLR","TNFSF10","PRLR - TNFSF10"
"PRLR","TNF","PRLR - TNF"
"PRLR","TXLNA","PRLR - TXLNA"
"PRLR","THPO","PRLR - THPO"
"PROC","F10","PROC - F10"
"PROC","F11","PROC - F11"
"PROC","F13B","PROC - F13B"
"PROC","F9","PROC - F9"
"PROC","FGA","PROC - FGA"
"PROC","FGB","PROC - FGB"
"PROC","FGG","PROC - FGG"
"PROC","GP1BA","PROC - GP1BA"
"PROC","GP1BB","PROC - GP1BB"
"PROC","VWF","PROC - VWF"
"PROC","THBD","PROC - THBD"
"PROCR","PRTN3","PROCR - PRTN3"
"PROK1","PROKR1","PROK1 - PROKR1"
"PROK1","PROKR2","PROK1 - PROKR2"
"PROK2","PROKR1","PROK2 - PROKR1"
"PROK2","PROKR2","PROK2 - PROKR2"
"PROL1","STATH","PROL1 - STATH"
"PRSS1","MMP10","PRSS1 - MMP10"
"PRSS1","MMP13","PRSS1 - MMP13"
"PRSS1","MMP1","PRSS1 - MMP1"
"PRSS1","MMP3","PRSS1 - MMP3"
"PRSS1","MMP7","PRSS1 - MMP7"
"PRSS1","MMP8","PRSS1 - MMP8"
"PRSS1","MMP9","PRSS1 - MMP9"
"PRSS1","SNCA","PRSS1 - SNCA"
"PRSS3","DEFA5","PRSS3 - DEFA5"
"PRSS3","PSAP","PRSS3 - PSAP"
"PTCH1","PTCH2","PTCH1 - PTCH2"
"PTCH1","PTHLH","PTCH1 - PTHLH"
"PTCH1","SHH","PTCH1 - SHH"
"PTCH1","TGFB2","PTCH1 - TGFB2"
"PTCH2","SHH","PTCH2 - SHH"
"PTGDR","CES1","PTGDR - CES1"
"PTGDR","CES3","PTGDR - CES3"
"PTGDR","CES4A","PTGDR - CES4A"
"PTGDR","CES5A","PTGDR - CES5A"
"PTGDS","PTGER1","PTGDS - PTGER1"
"PTGDS","PTGER2","PTGDS - PTGER2"
"PTGDS","PTGFR","PTGDS - PTGFR"
"PTGDS","SHBG","PTGDS - SHBG"
"PTGER1","NR4A2","PTGER1 - NR4A2"
"PTGER3","TLR4","PTGER3 - TLR4"
"PTGFR","THRA","PTGFR - THRA"
"PTGS1","CXCL8","PTGS1 - CXCL8"
"PTGS1","EGFR","PTGS1 - EGFR"
"PTGS1","ESR1","PTGS1 - ESR1"
"PTGS1","IL12B","PTGS1 - IL12B"
"PTGS1","IL13","PTGS1 - IL13"
"PTGS1","IL1R1","PTGS1 - IL1R1"
"PTGS1","IL4","PTGS1 - IL4"
"PTGS1","IL5","PTGS1 - IL5"
"PTGS1","MMP9","PTGS1 - MMP9"
"PTGS1","PTGDS","PTGS1 - PTGDS"
"PTGS1","PTGER2","PTGS1 - PTGER2"
"PTGS1","PTGER4","PTGS1 - PTGER4"
"PTGS1","TNFRSF1A","PTGS1 - TNFRSF1A"
"PTGS1","VEGFA","PTGS1 - VEGFA"
"PTH","BGLAP","PTH - BGLAP"
"PTH","GC","PTH - GC"
"PTH","IL1B","PTH - IL1B"
"PTH","IL2","PTH - IL2"
"PTH","KLK3","PTH - KLK3"
"PTH","PTH2R","PTH - PTH2R"
"PTH","RXRA","PTH - RXRA"
"PTH","VDR","PTH - VDR"
"PTH","REN","PTH - REN"
"PTH1R","PTH2","PTH1R - PTH2"
"PTH2","PTH2R","PTH2 - PTH2R"
"PTH2R","PTHLH","PTH2R - PTHLH"
"PTHLH","TNFSF11","PTHLH - TNFSF11"
"PTHLH","MMP1","PTHLH - MMP1"
"PTHLH","PLAU","PTHLH - PLAU"
"PTK7","RYK","PTK7 - RYK"
"PTK7","TSHR","PTK7 - TSHR"
"PTN","PTPRS","PTN - PTPRS"
"PTN","STC2","PTN - STC2"
"PTN","TAC3","PTN - TAC3"
"PTN","TGFB1","PTN - TGFB1"
"PTN","WFDC2","PTN - WFDC2"
"PTPRA","INSR","PTPRA - INSR"
"PTPRA","INS","PTPRA - INS"
"PTPRA","PTPRF","PTPRA - PTPRF"
"PTPRA","PTPRM","PTPRA - PTPRM"
"PTPRB","ANGPT1","PTPRB - ANGPT1"
"PTPRB","TNC","PTPRB - TNC"
"PTPRC","CD3D","PTPRC - CD3D"
"PTPRC","CD3E","PTPRC - CD3E"
"PTPRC","CD3G","PTPRC - CD3G"
"PTPRC","HLA-DPA1","PTPRC - HLA-DPA1"
"PTPRC","HLA-DQA1","PTPRC - HLA-DQA1"
"PTPRC","HLA-DQA2","PTPRC - HLA-DQA2"
